Slice,Distance,BandArea,BandMedian
327,8.0,220,155.0
327,10.0,169,176.0
327,12.0,86,153.5
328,2.0,332,91.0
328,4.0,303,116.0
328,6.0,228,148.0
328,8.0,213,173.0
328,10.0,162,185.5
328,12.0,74,172.0
329,2.0,316,83.5
329,4.0,264,114.0
329,6.0,210,148.0
329,8.0,189,179.0
329,10.0,137,185.0
330,2.0,369,89.0
330,4.0,284,122.0
330,6.0,192,152.0
330,8.0,166,177.0
330,10.0,108,182.5
330,12.0,46,198.5
331,2.0,365,87.0
331,4.0,326,113.5
331,6.0,209,141.0
331,8.0,168,157.0
331,10.0,107,173.0
331,12.0,62,205.0
332,2.0,355,88.0
332,4.0,309,104.0
332,6.0,227,124.0
332,8.0,192,145.0
332,10.0,143,159.0
332,12.0,87,186.0
333,2.0,290,89.0
333,4.0,297,111.0
333,6.0,249,127.0
333,8.0,207,145.0
333,10.0,142,158.0
333,12.0,59,184.0
334,2.0,259,87.0
334,4.0,242,110.5
334,6.0,208,130.0
334,8.0,185,131.0
334,10.0,152,135.5
334,12.0,106,139.5
334,14.0,70,159.0
334,16.0,42,190.0
335,2.0,317,88.0
335,4.0,299,113.0
335,6.0,239,137.0
335,8.0,184,161.5
335,10.0,126,188.0
335,12.0,66,195.5
336,2.0,300,90.0
336,4.0,294,116.0
336,6.0,229,146.0
336,8.0,193,164.0
336,10.0,136,199.0
336,12.0,74,210.0
337,2.0,294,85.5
337,4.0,273,108.0
337,6.0,216,143.0
337,8.0,188,166.0
337,10.0,140,186.0
337,12.0,70,196.0
338,2.0,264,83.0
338,4.0,239,110.0
338,6.0,182,146.0
338,8.0,162,171.0
338,10.0,126,187.5
338,12.0,89,191.0
339,2.0,261,90.0
339,4.0,243,119.0
339,6.0,180,158.0
339,8.0,157,191.0
339,10.0,113,198.0
339,12.0,78,188.0
340,2.0,258,87.0
340,4.0,240,108.5
340,6.0,180,141.0
340,8.0,157,170.0
340,10.0,115,188.0
340,12.0,79,193.0
341,2.0,256,84.0
341,4.0,225,102.0
341,6.0,184,125.5
341,8.0,160,152.0
341,10.0,122,180.5
341,12.0,87,198.0
341,14.0,56,202.0
342,2.0,245,77.0
342,4.0,226,94.0
342,6.0,186,115.5
342,8.0,167,142.0
342,10.0,122,177.5
342,12.0,87,190.0
342,14.0,51,195.0
343,2.0,505,77.0
343,4.0,464,97.0
343,6.0,262,121.0
343,8.0,119,165.0
344,2.0,474,76.0
344,4.0,447,100.0
344,6.0,330,119.0
344,8.0,189,154.0
345,2.0,423,79.0
345,4.0,433,101.0
345,6.0,345,121.0
345,8.0,254,138.5
346,2.0,407,75.0
346,4.0,400,95.0
346,6.0,327,113.0
346,8.0,274,131.0
346,10.0,128,132.0
347,2.0,434,73.0
347,4.0,434,94.0
347,6.0,345,115.0
347,8.0,276,128.0
347,10.0,151,134.0
348,2.0,418,71.0
348,4.0,376,94.0
348,6.0,288,114.0
348,8.0,220,127.0
348,10.0,170,126.0
348,12.0,128,109.5
348,14.0,94,102.0
348,16.0,57,107.0
349,2.0,430,72.0
349,4.0,379,91.0
349,6.0,261,109.0
349,8.0,218,127.5
349,10.0,183,135.0
349,12.0,139,128.0
349,14.0,107,117.0
349,16.0,71,119.0
350,2.0,461,78.0
350,4.0,403,99.0
350,6.0,259,118.0
350,8.0,216,143.5
350,10.0,174,157.0
350,12.0,134,147.0
350,14.0,102,152.0
350,16.0,74,168.0
351,2.0,439,75.0
351,4.0,386,93.0
351,6.0,241,117.0
351,8.0,221,143.0
351,10.0,177,154.0
351,12.0,138,162.0
351,14.0,110,165.5
351,16.0,76,167.5
352,2.0,437,75.0
352,4.0,374,94.0
352,6.0,257,121.0
352,8.0,228,144.5
352,10.0,193,149.0
352,12.0,151,156.0
352,14.0,122,157.5
352,16.0,80,174.0
352,18.0,43,180.0
353,2.0,366,74.5
353,4.0,351,93.0
353,6.0,294,114.0
353,8.0,241,137.0
353,10.0,199,145.0
353,12.0,166,147.5
353,14.0,134,157.0
353,16.0,98,163.5
353,18.0,68,165.5
354,2.0,367,75.0
354,4.0,351,99.0
354,6.0,304,120.0
354,8.0,279,139.0
354,10.0,218,152.0
354,12.0,165,154.0
354,14.0,130,167.5
354,16.0,98,167.0
354,18.0,67,166.0
355,2.0,407,77.0
355,4.0,371,99.0
355,6.0,311,125.0
355,8.0,295,141.0
355,10.0,242,151.0
355,12.0,180,160.0
355,14.0,144,170.5
355,16.0,110,167.0
355,18.0,79,161.0
355,20.0,53,170.0
356,2.0,401,82.0
356,4.0,392,107.0
356,6.0,345,131.0
356,8.0,320,153.0
356,10.0,254,167.5
356,12.0,195,174.0
356,14.0,157,179.0
356,16.0,119,180.0
356,18.0,82,174.0
356,20.0,52,177.0
357,2.0,698,84.0
357,4.0,641,109.0
357,6.0,525,138.0
357,8.0,504,161.0
357,10.0,399,174.0
357,12.0,322,184.0
357,14.0,228,190.0
357,16.0,124,181.0
357,18.0,88,170.0
357,20.0,56,179.5
358,2.0,427,78.0
358,4.0,406,97.0
358,6.0,355,116.0
358,8.0,339,140.0
358,10.0,281,149.0
358,12.0,230,154.5
358,14.0,192,162.0
358,16.0,144,166.5
358,18.0,110,153.5
358,20.0,72,149.0
358,22.0,44,149.0
359,2.0,443,86.0
359,4.0,432,108.0
359,6.0,372,130.0
359,8.0,356,152.0
359,10.0,292,164.0
359,12.0,241,181.0
359,14.0,202,192.0
359,16.0,151,192.0
359,18.0,107,177.0
359,20.0,72,160.5
359,22.0,43,167.0
360,2.0,456,77.0
360,4.0,436,98.0
360,6.0,364,120.0
360,8.0,355,136.0
360,10.0,302,145.0
360,12.0,253,162.0
360,14.0,211,177.0
360,16.0,176,183.0
360,18.0,147,175.0
360,20.0,100,160.5
360,22.0,56,152.5
361,2.0,430,79.0
361,4.0,417,98.0
361,6.0,356,118.0
361,8.0,357,136.0
361,10.0,307,149.0
361,12.0,276,158.0
361,14.0,234,169.5
361,16.0,195,176.0
361,18.0,198,183.0
361,20.0,140,181.0
361,22.0,131,165.0
361,24.0,62,136.5
362,2.0,431,85.0
362,4.0,426,106.0
362,6.0,364,129.0
362,8.0,359,152.0
362,10.0,308,164.0
362,12.0,276,174.0
362,14.0,244,188.0
362,16.0,205,185.0
362,18.0,198,184.0
362,20.0,152,182.0
362,22.0,137,174.0
362,24.0,67,155.0
363,2.0,436,78.5
363,4.0,420,100.0
363,6.0,363,119.0
363,8.0,360,137.0
363,10.0,316,152.0
363,12.0,279,164.0
363,14.0,250,172.5
363,16.0,206,167.5
363,18.0,202,157.0
363,20.0,155,167.0
363,22.0,130,165.5
363,24.0,60,145.5
364,2.0,427,79.0
364,4.0,421,100.0
364,6.0,365,121.0
364,8.0,367,136.0
364,10.0,314,148.0
364,12.0,276,163.0
364,14.0,245,168.0
364,16.0,213,155.0
364,18.0,196,149.5
364,20.0,160,163.0
364,22.0,130,155.5
364,24.0,70,153.0
365,2.0,419,76.0
365,4.0,427,93.0
365,6.0,372,114.0
365,8.0,363,134.0
365,10.0,316,139.0
365,12.0,277,155.0
365,14.0,241,155.0
365,16.0,201,147.0
365,18.0,194,145.0
365,20.0,144,155.0
365,22.0,131,152.0
365,24.0,78,140.5
366,2.0,432,71.0
366,4.0,426,90.0
366,6.0,372,110.0
366,8.0,366,126.0
366,10.0,308,127.0
366,12.0,276,131.0
366,14.0,240,134.0
366,16.0,200,129.0
366,18.0,192,138.0
366,20.0,148,143.5
366,22.0,136,132.0
366,24.0,81,125.0
366,26.0,48,109.0
367,2.0,456,67.0
367,4.0,450,82.5
367,6.0,388,102.0
367,8.0,370,119.0
367,10.0,322,123.0
367,12.0,280,122.0
367,14.0,254,125.5
367,16.0,201,122.0
367,18.0,209,129.0
367,20.0,154,130.0
367,22.0,145,114.0
367,24.0,83,108.0
367,26.0,54,104.5
368,2.0,456,72.0
368,4.0,457,88.0
368,6.0,404,104.5
368,8.0,410,119.0
368,10.0,350,129.0
368,12.0,319,137.0
368,14.0,275,136.0
368,16.0,218,133.5
368,18.0,211,131.0
368,20.0,165,136.0
368,22.0,155,132.0
368,24.0,104,113.5
368,26.0,66,106.0
369,2.0,485,82.0
369,4.0,479,101.0
369,6.0,420,117.0
369,8.0,422,129.0
369,10.0,362,140.5
369,12.0,324,155.5
369,14.0,284,160.0
369,16.0,237,165.0
369,18.0,212,165.5
369,20.0,180,162.5
369,22.0,155,148.0
369,24.0,98,133.0
370,2.0,521,85.0
370,4.0,526,105.0
370,6.0,429,120.0
370,8.0,425,134.0
370,10.0,360,148.0
370,12.0,314,163.0
370,14.0,270,171.0
370,16.0,230,173.0
370,18.0,207,170.0
370,20.0,160,155.0
370,22.0,121,141.0
370,24.0,90,122.5
371,2.0,543,83.0
371,4.0,510,105.0
371,6.0,426,125.0
371,8.0,413,139.0
371,10.0,356,150.0
371,12.0,312,156.0
371,14.0,281,165.0
371,16.0,234,166.0
371,18.0,218,164.5
371,20.0,156,154.5
371,22.0,124,140.0
371,24.0,89,119.0
372,2.0,519,89.0
372,4.0,509,114.0
372,6.0,430,132.5
372,8.0,424,151.0
372,10.0,361,171.0
372,12.0,317,176.0
372,14.0,284,174.0
372,16.0,241,174.0
372,18.0,224,172.0
372,20.0,170,167.5
372,22.0,134,160.5
372,24.0,89,133.0
373,2.0,496,83.0
373,4.0,523,106.0
373,6.0,452,125.5
373,8.0,437,144.0
373,10.0,374,159.0
373,12.0,320,168.0
373,14.0,283,162.0
373,16.0,237,158.0
373,18.0,214,156.0
373,20.0,169,155.0
373,22.0,144,148.0
373,24.0,94,145.0
374,2.0,505,69.0
374,4.0,528,88.0
374,6.0,444,108.0
374,8.0,434,120.0
374,10.0,368,135.0
374,12.0,322,143.5
374,14.0,282,135.0
374,16.0,242,132.0
374,18.0,223,130.0
374,20.0,180,120.5
374,22.0,124,117.0
374,24.0,74,116.0
375,2.0,492,63.0
375,4.0,478,80.0
375,6.0,411,99.0
375,8.0,411,112.0
375,10.0,353,122.0
375,12.0,319,132.0
375,14.0,288,129.0
375,16.0,240,126.0
375,18.0,242,126.0
375,20.0,186,121.0
375,22.0,168,112.5
375,24.0,107,107.0
375,26.0,65,110.0
376,2.0,501,65.0
376,4.0,487,84.0
376,6.0,430,101.0
376,8.0,435,119.0
376,10.0,365,133.0
376,12.0,329,144.0
376,14.0,293,138.0
376,16.0,243,136.0
376,18.0,243,133.0
376,20.0,188,125.5
376,22.0,161,115.0
376,24.0,106,112.5
376,26.0,55,114.0
377,2.0,516,75.0
377,4.0,521,97.0
377,6.0,454,114.0
377,8.0,451,131.0
377,10.0,383,153.0
377,12.0,341,161.0
377,14.0,301,163.0
377,16.0,244,160.5
377,18.0,250,157.0
377,20.0,159,140.0
377,22.0,113,136.0
377,24.0,60,135.0
377,26.0,38,144.0
378,2.0,544,74.0
378,4.0,546,97.0
378,6.0,451,114.0
378,8.0,450,131.0
378,10.0,391,147.0
378,12.0,352,151.0
378,14.0,317,154.0
378,16.0,247,163.0
378,18.0,225,163.0
378,20.0,133,130.0
378,22.0,101,131.0
378,24.0,65,137.0
379,2.0,552,78.0
379,4.0,503,105.0
379,6.0,421,127.0
379,8.0,437,140.0
379,10.0,368,154.0
379,12.0,338,158.0
379,14.0,300,161.0
379,16.0,251,159.0
379,18.0,250,163.0
379,20.0,183,149.0
379,22.0,155,156.0
379,24.0,89,172.0
379,26.0,47,151.0
380,2.0,493,79.0
380,4.0,474,106.0
380,6.0,427,127.0
380,8.0,436,135.0
380,10.0,374,144.5
380,12.0,341,147.0
380,14.0,305,146.0
380,16.0,260,148.5
380,18.0,254,150.0
380,20.0,207,152.0
380,22.0,172,164.5
380,24.0,91,186.0
381,2.0,499,80.0
381,4.0,492,103.0
381,6.0,438,125.0
381,8.0,450,137.0
381,10.0,373,139.0
381,12.0,345,142.0
381,14.0,308,148.0
381,16.0,257,147.0
381,18.0,261,154.0
381,20.0,187,166.0
381,22.0,178,175.5
381,24.0,94,184.0
382,2.0,558,81.0
382,4.0,557,105.0
382,6.0,514,125.0
382,8.0,517,131.0
382,10.0,402,140.5
382,12.0,358,147.5
382,14.0,316,159.5
382,16.0,257,170.0
382,18.0,230,181.0
382,20.0,148,173.5
382,22.0,70,157.0
383,2.0,641,81.0
383,4.0,616,105.0
383,6.0,517,119.0
383,8.0,488,127.0
383,10.0,377,140.0
383,12.0,341,151.0
383,14.0,296,160.5
383,16.0,238,171.0
383,18.0,218,174.5
383,20.0,126,155.5
383,22.0,72,145.5
384,2.0,642,80.0
384,4.0,560,106.0
384,6.0,469,117.0
384,8.0,458,122.0
384,10.0,376,136.0
384,12.0,334,153.0
384,14.0,302,161.0
384,16.0,244,155.0
384,18.0,233,163.0
384,20.0,174,157.0
384,22.0,145,153.0
385,2.0,621,84.0
385,4.0,568,110.0
385,6.0,465,129.0
385,8.0,457,136.0
385,10.0,388,141.0
385,12.0,344,162.0
385,14.0,308,169.0
385,16.0,251,164.0
385,18.0,245,160.0
385,20.0,180,157.0
385,22.0,130,147.0
386,2.0,550,86.0
386,4.0,551,115.0
386,6.0,487,137.0
386,8.0,490,150.0
386,10.0,386,168.5
386,12.0,311,183.0
386,14.0,261,181.0
386,16.0,213,169.0
386,18.0,214,157.0
386,20.0,155,150.0
386,22.0,151,150.0
386,24.0,83,152.0
387,2.0,616,76.5
387,4.0,564,98.0
387,6.0,482,118.0
387,8.0,489,134.0
387,10.0,385,148.0
387,12.0,316,167.0
387,14.0,272,170.0
387,16.0,217,150.0
387,18.0,225,138.0
387,20.0,156,127.0
387,22.0,146,127.5
387,24.0,88,135.5
388,2.0,583,66.0
388,4.0,556,85.0
388,6.0,485,99.0
388,8.0,482,112.0
388,10.0,399,122.0
388,12.0,344,133.0
388,14.0,292,145.5
388,16.0,228,142.0
388,18.0,237,129.0
388,20.0,167,118.0
388,22.0,158,113.0
388,24.0,91,127.0
389,2.0,562,60.0
389,4.0,545,77.0
389,6.0,472,87.0
389,8.0,486,95.0
389,10.0,406,108.0
389,12.0,366,112.0
389,14.0,299,124.0
389,16.0,237,123.0
389,18.0,248,122.5
389,20.0,185,123.0
389,22.0,179,120.0
389,24.0,129,115.0
390,2.0,542,68.0
390,4.0,537,88.0
390,6.0,469,100.0
390,8.0,471,105.0
390,10.0,404,117.0
390,12.0,367,120.0
390,14.0,327,119.0
390,16.0,272,116.0
390,18.0,273,129.0
390,20.0,215,134.0
390,22.0,210,143.0
390,24.0,147,138.0
391,2.0,725,70.0
391,4.0,681,89.0
391,6.0,516,103.0
391,8.0,495,105.0
391,10.0,414,114.0
391,12.0,379,121.0
391,14.0,338,131.0
391,16.0,263,133.0
391,18.0,281,133.0
391,20.0,188,136.0
391,22.0,159,149.0
391,24.0,109,166.0
391,26.0,68,164.5
392,2.0,684,71.0
392,4.0,704,89.0
392,6.0,538,100.0
392,8.0,519,107.0
392,10.0,443,114.0
392,12.0,404,121.0
392,14.0,361,121.0
392,16.0,300,124.0
392,18.0,274,129.5
392,20.0,213,136.0
392,22.0,154,151.0
392,24.0,117,168.0
392,26.0,88,172.0
393,2.0,700,72.0
393,4.0,694,88.0
393,6.0,551,104.0
393,8.0,539,112.0
393,10.0,450,114.5
393,12.0,404,117.0
393,14.0,350,118.0
393,16.0,286,118.5
393,18.0,260,123.0
393,20.0,217,135.0
393,22.0,197,145.0
393,24.0,140,150.0
393,26.0,104,148.0
393,28.0,53,149.0
394,2.0,735,79.0
394,4.0,696,99.0
394,6.0,572,115.0
394,8.0,562,127.0
394,10.0,473,125.0
394,12.0,426,133.5
394,14.0,371,137.0
394,16.0,290,136.0
394,18.0,263,139.0
394,20.0,194,152.5
394,22.0,176,166.5
394,24.0,124,162.5
394,26.0,74,147.5
395,2.0,767,83.0
395,4.0,729,104.0
395,6.0,624,122.0
395,8.0,632,136.0
395,10.0,504,144.0
395,12.0,394,150.0
395,14.0,353,148.0
395,16.0,292,149.0
395,18.0,261,152.0
395,20.0,176,149.5
395,22.0,117,144.0
395,24.0,78,165.0
395,26.0,49,180.0
396,2.0,745,84.0
396,4.0,737,107.0
396,6.0,650,126.0
396,8.0,640,138.5
396,10.0,513,145.0
396,12.0,384,148.0
396,14.0,343,156.0
396,16.0,292,157.5
396,18.0,247,161.0
396,20.0,164,148.0
396,22.0,117,159.0
396,24.0,67,174.0
397,2.0,740,79.0
397,4.0,733,101.0
397,6.0,634,124.0
397,8.0,640,136.0
397,10.0,478,139.0
397,12.0,370,142.0
397,14.0,328,146.0
397,16.0,279,155.0
397,18.0,260,159.0
397,20.0,181,151.0
397,22.0,140,156.0
397,24.0,72,156.5
398,2.0,741,78.0
398,4.0,699,99.0
398,6.0,583,124.0
398,8.0,594,135.5
398,10.0,472,136.0
398,12.0,377,129.0
398,14.0,329,133.0
398,16.0,286,149.0
398,18.0,268,156.0
398,20.0,222,152.5
398,22.0,181,157.0
398,24.0,110,146.0
398,26.0,64,137.5
399,2.0,726,79.0
399,4.0,669,99.0
399,6.0,587,123.0
399,8.0,597,137.0
399,10.0,461,136.0
399,12.0,374,138.0
399,14.0,341,142.0
399,16.0,284,143.0
399,18.0,272,149.0
399,20.0,209,159.0
399,22.0,176,165.5
399,24.0,113,159.0
399,26.0,68,155.0
400,2.0,758,77.0
400,4.0,692,95.0
400,6.0,592,113.0
400,8.0,592,129.0
400,10.0,445,126.0
400,12.0,372,133.5
400,14.0,331,142.0
400,16.0,282,147.0
400,18.0,269,150.0
400,20.0,192,155.0
400,22.0,175,161.0
400,24.0,105,155.0
400,26.0,69,160.0
401,2.0,777,75.0
401,4.0,743,97.0
401,6.0,618,115.0
401,8.0,588,123.0
401,10.0,476,124.5
401,12.0,383,129.0
401,14.0,337,139.0
401,16.0,283,144.0
401,18.0,272,154.0
401,20.0,217,152.0
401,22.0,167,144.0
401,24.0,115,142.0
401,26.0,80,147.5
402,2.0,745,79.0
402,4.0,680,101.0
402,6.0,579,116.0
402,8.0,584,121.0
402,10.0,470,127.0
402,12.0,405,133.0
402,14.0,363,143.0
402,16.0,314,154.0
402,18.0,310,159.0
402,20.0,252,158.0
402,22.0,173,144.0
402,24.0,109,144.0
402,26.0,69,160.0
403,2.0,724,83.0
403,4.0,687,103.0
403,6.0,570,123.0
403,8.0,570,134.0
403,10.0,465,137.0
403,12.0,387,145.0
403,14.0,348,149.5
403,16.0,300,161.0
403,18.0,291,168.0
403,20.0,244,160.0
403,22.0,180,150.0
403,24.0,103,145.0
403,26.0,66,150.5
404,2.0,720,83.0
404,4.0,699,103.0
404,6.0,573,120.0
404,8.0,571,135.0
404,10.0,464,141.0
404,12.0,387,156.0
404,14.0,352,164.0
404,16.0,293,163.0
404,18.0,287,154.0
404,20.0,228,147.5
404,22.0,172,143.5
404,24.0,109,140.0
404,26.0,79,143.0
405,2.0,825,83.0
405,4.0,756,104.0
405,6.0,632,123.0
405,8.0,617,138.0
405,10.0,549,147.0
405,12.0,428,157.0
405,14.0,346,169.5
405,16.0,236,177.5
405,18.0,198,163.0
405,20.0,143,162.0
405,22.0,125,163.0
405,24.0,75,160.0
406,2.0,849,83.0
406,4.0,776,105.0
406,6.0,636,120.0
406,8.0,645,135.0
406,10.0,548,147.0
406,12.0,446,155.0
406,14.0,342,161.5
406,16.0,243,169.0
406,18.0,197,159.0
406,20.0,117,164.0
406,22.0,90,160.5
407,2.0,890,79.0
407,4.0,805,102.0
407,6.0,632,118.0
407,8.0,610,136.0
407,10.0,501,149.0
407,12.0,425,151.0
407,14.0,361,154.0
407,16.0,296,147.5
407,18.0,222,158.0
407,20.0,141,158.0
407,22.0,117,154.0
407,24.0,69,155.0
408,2.0,899,78.0
408,4.0,856,97.0
408,6.0,673,112.0
408,8.0,597,130.0
408,10.0,514,138.0
408,12.0,458,146.0
408,14.0,367,149.0
408,16.0,243,149.0
408,18.0,199,162.0
408,20.0,136,166.0
408,22.0,114,170.0
408,24.0,65,167.0
409,2.0,830,71.0
409,4.0,804,88.0
409,6.0,658,101.0
409,8.0,603,115.0
409,10.0,518,124.0
409,12.0,468,129.0
409,14.0,371,132.0
409,16.0,248,136.0
409,18.0,228,144.0
409,20.0,156,155.5
409,22.0,141,162.0
409,24.0,89,167.0
409,26.0,57,163.0
